(X, Y) [mm]
==========================================
-1	-1	99.9226	0	-1	-1	80.8474	0	-1	-1	-1	-1	-1	-1	54.8554	0	
-1	-1	72.3834	0	-1	-1	76.7934	0	-1	-1	-1	-1	-1	-1	83.4952	0	
-1	-1	63.4362	0	-1	-1	57.9399	0	-1	-1	-1	-1	-1	-1	50.6693	0	
-1	-1	93.8251	0	-1	-1	82.699	0	-1	-1	-1	-1	-1	-1	67.803	0	
-1	-1	83.4568	0	-1	-1	82.1808	0	-1	-1	-1	-1	-1	-1	80.7332	0	
-1	-1	52.3797	0	-1	-1	48.2627	0	-1	-1	-1	-1	-1	-1	42.927	0	
-1	-1	53.5573	0	-1	-1	50.3356	0	-1	-1	-1	-1	-1	-1	46.3092	0	
-1	-1	58.6146	0	-1	-1	54.2805	0	-1	-1	-1	-1	-1	-1	48.897	0	
-1	-1	80.5595	0	-1	-1	74.4721	0	-1	-1	-1	-1	-1	-1	66.6524	0	
-1	-1	48.3705	0	-1	-1	64.6402	0	-1	-1	-1	-1	-1	-1	87.6664	0	
-1	-1	73.9449	0	-1	-1	76.8281	0	-1	-1	-1	-1	-1	-1	81.321	0	
-1	-1	66.3217	0	-1	-1	70.434	0	-1	-1	-1	-1	-1	-1	76.5601	0	
-1	-1	81.0933	0	-1	-1	65.8565	0	-1	-1	-1	-1	-1	-1	45.2545	0	
-1	-1	79.8304	0	-1	-1	66.8507	0	-1	-1	-1	-1	-1	-1	49.3592	0	
-1	-1	62.4015	0	-1	-1	56.4606	0	-1	-1	-1	-1	-1	-1	48.6611	0	
-1	-1	99.6071	0	-1	-1	79.9613	0	-1	-1	-1	-1	-1	-1	53.2154	0	
-1	-1	99.7827	0	-1	-1	90.0088	0	-1	-1	-1	-1	-1	-1	76.987	0	
-1	-1	80.6006	0	-1	-1	78.8352	0	-1	-1	-1	-1	-1	-1	76.8888	0	
-1	-1	98.7741	0	-1	-1	78.1414	0	-1	-1	-1	-1	-1	-1	50.0417	0	
-1	-1	45.967	0	-1	-1	60.8292	0	-1	-1	-1	-1	-1	-1	81.975	0	
-1	-1	92.0507	0	-1	-1	73.3207	0	-1	-1	-1	-1	-1	-1	47.8329	0	
-1	-1	97.8795	0	-1	-1	85.8402	0	-1	-1	-1	-1	-1	-1	69.6838	0	
-1	-1	97.1635	0	-1	-1	79.197	0	-1	-1	-1	-1	-1	-1	54.7178	0	
-1	-1	85.1821	0	-1	-1	75.3764	0	-1	-1	-1	-1	-1	-1	62.402	0	
-1	-1	67.2393	0	-1	-1	65.797	0	-1	-1	-1	-1	-1	-1	64.3452	0	
-1	-1	80.8426	0	-1	-1	69.0289	0	-1	-1	-1	-1	-1	-1	53.2529	0	
-1	-1	80.8009	0	-1	-1	87.2682	0	-1	-1	-1	-1	-1	-1	96.7033	0	
-1	-1	75.8207	0	-1	-1	82.6938	0	-1	-1	-1	-1	-1	-1	92.74	0	
-1	-1	49.6972	0	-1	-1	68.5405	0	-1	-1	-1	-1	-1	-1	95.0377	0	
-1	-1	44.1621	0	-1	-1	58.4737	0	-1	-1	-1	-1	-1	-1	78.7988	0	
-1	-1	44.2536	0	-1	-1	51.2445	0	-1	-1	-1	-1	-1	-1	61.1835	0	
-1	-1	84.2152	0	-1	-1	75.1046	0	-1	-1	-1	-1	-1	-1	62.9512	0	
-1	-1	69.1359	0	-1	-1	79.2785	0	-1	-1	-1	-1	-1	-1	93.9228	0	
-1	-1	47.9671	0	-1	-1	50.2225	0	-1	-1	-1	-1	-1	-1	53.7873	0	
-1	-1	41.0944	0	-1	-1	64.4905	0	-1	-1	-1	-1	-1	-1	97.4376	0	
